,fips,lot_size,square_feet,bedroom_count,bathroom_count,tax_amount,tax_value,county,tax_rate
43,6037.0,5250.0,1569.0,3.0,2.0,1206.4,73054.0,los_angeles_county,1.65
44,6037.0,5942.0,1069.0,2.0,2.0,997.56,44826.0,los_angeles_county,2.23
45,6037.0,5748.0,1382.0,4.0,2.0,2414.53,185483.0,los_angeles_county,1.3
46,6059.0,7200.0,1255.0,3.0,2.0,2586.54,188730.0,orange_county,1.37
47,6037.0,6840.0,1285.0,3.0,2.0,1315.15,82374.0,los_angeles_county,1.6
48,6037.0,3497.0,865.0,2.0,1.0,3458.73,280000.0,los_angeles_county,1.24
49,6037.0,5199.0,1356.0,4.0,1.0,532.7,37019.0,los_angeles_county,1.44
50,6037.0,5505.0,2057.0,3.0,3.0,2562.42,639607.0,los_angeles_county,0.4
51,6037.0,8913.0,1502.0,4.0,3.0,3366.73,257446.0,los_angeles_county,1.31
52,6059.0,6000.0,1973.0,4.0,1.5,1148.76,80102.0,orange_county,1.43
53,6037.0,5164.0,1308.0,3.0,1.0,3108.41,219078.0,los_angeles_county,1.42
54,6111.0,6552.0,2526.0,6.0,2.0,1082.46,94344.0,ventura_county,1.15
55,6037.0,11138.0,2806.0,4.0,4.0,8760.58,708607.0,los_angeles_county,1.24
56,6037.0,6640.0,1260.0,3.0,1.0,5151.64,466127.0,los_angeles_county,1.11
57,6059.0,14018.0,1934.0,3.0,1.0,4781.2,382158.0,orange_county,1.25
58,6037.0,43314.0,959.0,2.0,1.0,1246.35,66488.0,los_angeles_county,1.87
59,6037.0,5396.0,1560.0,3.0,2.0,5826.88,465101.0,los_angeles_county,1.25
60,6037.0,6521.0,1353.0,3.0,2.0,3378.03,246816.0,los_angeles_county,1.37
61,6037.0,7301.0,1102.0,3.0,1.0,2601.94,206623.0,los_angeles_county,1.26
62,6059.0,540.0,1080.0,2.0,1.5,1929.18,137444.0,orange_county,1.4
63,6037.0,7501.0,2259.0,5.0,3.0,1562.52,119245.0,los_angeles_county,1.31
64,6037.0,9601.0,3588.0,4.0,3.0,2007.31,142693.0,los_angeles_county,1.41
65,6037.0,5197.0,927.0,3.0,1.0,588.64,46933.0,los_angeles_county,1.25
66,6037.0,7972.0,2121.0,4.0,2.0,1128.2,74714.0,los_angeles_county,1.51
67,6037.0,7764.0,1572.0,3.0,3.0,4934.43,404060.0,los_angeles_county,1.22
68,6037.0,5201.0,3041.0,4.0,3.0,2963.65,245311.0,los_angeles_county,1.21
69,6037.0,5968.0,1692.0,3.0,2.0,8063.11,649169.0,los_angeles_county,1.24
70,6037.0,7240.0,1611.0,4.0,2.0,1144.73,89640.0,los_angeles_county,1.28
71,6037.0,7202.0,1078.0,2.0,2.0,2290.48,124006.0,los_angeles_county,1.85
72,6037.0,5901.0,1476.0,3.0,2.0,881.04,58143.0,los_angeles_county,1.52
73,6059.0,5775.0,1387.0,2.0,1.0,3401.88,280967.0,orange_county,1.21
74,6059.0,6360.0,1426.0,3.0,2.0,4409.28,364081.0,orange_county,1.21
75,6037.0,10852.0,1732.0,3.0,3.0,3028.09,174459.0,los_angeles_county,1.74
76,6037.0,4992.0,1622.0,4.0,2.0,3912.97,300777.0,los_angeles_county,1.3
77,6059.0,858.0,1122.0,3.0,1.5,2418.9,199838.0,orange_county,1.21
78,6059.0,7920.0,1125.0,3.0,1.5,1195.28,84341.0,orange_county,1.42
79,6059.0,7475.0,3137.0,4.0,3.5,6131.32,600238.0,orange_county,1.02
80,6059.0,5350.0,2531.0,5.0,2.5,1694.88,122618.0,orange_county,1.38
81,6037.0,8040.0,1448.0,3.0,1.0,4275.09,352291.0,los_angeles_county,1.21
82,6059.0,8370.0,1560.0,4.0,2.0,3729.48,311209.0,orange_county,1.2
83,6037.0,9291.0,1344.0,4.0,2.0,1104.82,85677.0,los_angeles_county,1.29
84,6037.0,5202.0,1122.0,3.0,1.0,5548.73,444000.0,los_angeles_county,1.25
85,6037.0,6398.0,1445.0,2.0,2.0,6692.25,529000.0,los_angeles_county,1.27
86,6059.0,6450.0,3259.0,4.0,3.5,8724.3,901542.0,orange_county,0.97
87,6037.0,2435.0,3540.0,5.0,6.0,83955.53,8000000.0,los_angeles_county,1.05
88,6059.0,6250.0,1335.0,3.0,1.0,1049.18,63192.0,orange_county,1.66
89,6059.0,7000.0,1914.0,4.0,2.0,4729.32,414743.0,orange_county,1.14
90,6059.0,5800.0,3324.0,3.0,4.0,7957.48,709615.0,orange_county,1.12
91,6037.0,8969.0,2610.0,4.0,3.0,8752.83,710674.0,los_angeles_county,1.23
92,6059.0,7350.0,987.0,2.0,1.0,4253.64,357144.0,orange_county,1.19
93,6059.0,6561.0,1114.0,2.0,1.0,6159.04,524529.0,orange_county,1.17
94,6059.0,7280.0,914.0,2.0,1.0,789.28,39917.0,orange_county,1.98
95,6059.0,6000.0,1976.0,4.0,3.0,5369.16,468642.0,orange_county,1.15
96,6059.0,3582.0,2101.0,4.0,2.5,6772.14,567655.0,orange_county,1.19
97,6037.0,6000.0,1641.0,3.0,2.0,1666.61,130161.0,los_angeles_county,1.28
98,6037.0,7405.0,2149.0,3.0,3.0,3441.14,211886.0,los_angeles_county,1.62
99,6059.0,11440.0,4511.0,3.0,3.5,57183.3,5422228.0,orange_county,1.05
100,6037.0,6052.0,1576.0,4.0,2.0,1046.08,82375.0,los_angeles_county,1.27
101,6037.0,6151.0,1700.0,4.0,2.0,3099.72,194600.0,los_angeles_county,1.59
102,6037.0,5878.0,1591.0,4.0,2.0,1964.11,87378.0,los_angeles_county,2.25
103,6037.0,4715.0,1530.0,3.0,2.0,6345.94,465989.0,los_angeles_county,1.36
104,6059.0,7192.0,2019.0,4.0,2.5,1106.88,75126.0,orange_county,1.47
105,6037.0,6789.0,1205.0,3.0,2.0,4865.23,443008.0,los_angeles_county,1.1
106,6037.0,5997.0,1370.0,4.0,2.0,2231.08,121927.0,los_angeles_county,1.83
107,6111.0,889495.0,6278.0,5.0,7.5,15101.52,1389230.0,ventura_county,1.09
108,6059.0,2472.0,1142.0,2.0,1.5,2341.24,192248.0,orange_county,1.22
109,6037.0,6400.0,1692.0,3.0,2.0,3042.5,240173.0,los_angeles_county,1.27
110,6059.0,10000.0,1909.0,4.0,2.0,6043.06,551273.0,orange_county,1.1
111,6037.0,18643.0,4105.0,6.0,4.0,5138.06,397335.0,los_angeles_county,1.29
112,6059.0,5600.0,2323.0,3.0,3.0,5043.06,426415.0,orange_county,1.18
113,6037.0,6139.0,1766.0,2.0,2.0,2486.26,203113.0,los_angeles_county,1.22
114,6037.0,5143.0,1493.0,3.0,1.0,5363.37,304000.0,los_angeles_county,1.76
115,6059.0,5400.0,1767.0,4.0,2.0,6299.18,554788.0,orange_county,1.14
116,6037.0,7470.0,1014.0,3.0,1.0,4132.95,329298.0,los_angeles_county,1.26
117,6037.0,7539.0,1268.0,2.0,1.0,3762.96,309098.0,los_angeles_county,1.22
118,6037.0,6913.0,2020.0,3.0,3.0,1801.99,120877.0,los_angeles_county,1.49
119,6059.0,6732.0,1398.0,3.0,2.5,5128.66,501586.0,orange_county,1.02
120,6059.0,6042.0,1463.0,3.0,1.5,874.76,47572.0,orange_county,1.84
121,6037.0,7411.0,1135.0,3.0,1.0,4956.25,405844.0,los_angeles_county,1.22
122,6037.0,7509.0,1912.0,3.0,3.0,7620.79,613000.0,los_angeles_county,1.24
123,6037.0,9589.0,1581.0,2.0,2.0,6513.41,526237.0,los_angeles_county,1.24
124,6037.0,7586.0,1545.0,4.0,2.0,6454.32,529000.0,los_angeles_county,1.22
125,6037.0,7569.0,1612.0,3.0,2.0,3904.88,240155.0,los_angeles_county,1.63
126,6037.0,8399.0,2388.0,3.0,3.0,11212.58,925806.0,los_angeles_county,1.21
127,6059.0,6000.0,1975.0,4.0,2.0,3669.92,273372.0,orange_county,1.34
128,6037.0,9049.0,1317.0,2.0,2.0,1814.04,86578.0,los_angeles_county,2.1
129,6059.0,3746.0,2802.0,4.0,3.5,14637.34,1074416.0,orange_county,1.36
130,6059.0,9000.0,3099.0,4.0,3.0,10782.16,921394.0,orange_county,1.17
131,6037.0,4959.0,1436.0,3.0,2.0,4926.37,386000.0,los_angeles_county,1.28
132,6037.0,3915.0,927.0,2.0,1.0,1053.05,61223.0,los_angeles_county,1.72
133,6037.0,7007.0,1094.0,3.0,2.0,1975.25,101143.0,los_angeles_county,1.95
134,6037.0,6353.0,796.0,2.0,1.0,3397.37,250798.0,los_angeles_county,1.35
135,6037.0,6732.0,1502.0,3.0,2.0,2037.28,105149.0,los_angeles_county,1.94
136,6059.0,2249.0,1427.0,3.0,2.0,3878.36,304588.0,orange_county,1.27
137,6037.0,5975.0,1352.0,4.0,2.0,1320.52,44559.0,los_angeles_county,2.96
138,6059.0,12608.0,952.0,2.0,1.0,10122.52,792910.0,orange_county,1.28
139,6037.0,6515.0,1236.0,3.0,1.0,3524.58,258887.0,los_angeles_county,1.36
140,6037.0,7570.0,1754.0,4.0,2.0,2883.66,183000.0,los_angeles_county,1.58
141,6037.0,3718.0,981.0,2.0,1.0,5186.7,430000.0,los_angeles_county,1.21
142,6037.0,6001.0,832.0,2.0,1.0,2039.16,144102.0,los_angeles_county,1.42
143,6111.0,20441.0,1396.0,3.0,1.5,6760.46,565000.0,ventura_county,1.2
144,6037.0,6089.0,983.0,3.0,1.0,1407.67,43506.0,los_angeles_county,3.24
145,6037.0,7229.0,1560.0,3.0,2.0,2263.58,114760.0,los_angeles_county,1.97
146,6059.0,6540.0,1527.0,4.0,2.0,1193.1,61042.0,orange_county,1.95
147,6037.0,17437.0,1703.0,3.0,2.0,3847.18,302612.0,los_angeles_county,1.27
148,6059.0,5180.0,2637.0,4.0,3.5,10429.92,933713.0,orange_county,1.12
149,6037.0,7200.0,1321.0,3.0,2.0,5789.85,460811.0,los_angeles_county,1.26
150,6037.0,47552.0,2048.0,4.0,2.0,3183.54,213244.0,los_angeles_county,1.49
151,6037.0,8364.0,864.0,3.0,2.0,3303.91,260056.0,los_angeles_county,1.27
152,6037.0,5009.0,992.0,2.0,1.0,769.33,20865.0,los_angeles_county,3.69
153,6059.0,18719.0,904.0,3.0,2.5,2079.52,162456.0,orange_county,1.28
154,6037.0,8684.0,1569.0,3.0,2.0,2317.52,125729.0,los_angeles_county,1.84
155,6059.0,7240.0,2044.0,4.0,2.0,1156.38,81779.0,orange_county,1.41
156,6111.0,1323788.0,4361.0,3.0,5.5,17692.72,1562700.0,ventura_county,1.13
157,6037.0,12169.0,1950.0,3.0,2.0,14800.5,1218072.0,los_angeles_county,1.22
158,6111.0,8300.0,2846.0,4.0,3.0,3630.68,269273.0,ventura_county,1.35
159,6037.0,5001.0,1214.0,3.0,2.0,5888.55,473134.0,los_angeles_county,1.24
160,6037.0,9389.0,1083.0,3.0,1.0,932.45,55040.0,los_angeles_county,1.69
161,6037.0,9340.0,2215.0,4.0,3.0,6365.65,529990.0,los_angeles_county,1.2
162,6037.0,7081.0,1202.0,3.0,2.0,3339.17,179483.0,los_angeles_county,1.86
163,6111.0,47916.0,2542.0,4.0,2.5,11660.16,1090401.0,ventura_county,1.07
164,6037.0,6415.0,1464.0,3.0,2.0,3174.63,246454.0,los_angeles_county,1.29
165,6037.0,6901.0,848.0,2.0,1.0,1073.92,67166.0,los_angeles_county,1.6
166,6037.0,42405.0,2800.0,4.0,3.0,2317.69,191531.0,los_angeles_county,1.21
167,6037.0,4982.0,2266.0,5.0,3.0,8562.89,690000.0,los_angeles_county,1.24
168,6037.0,10589.0,2020.0,3.0,2.0,3433.82,222638.0,los_angeles_county,1.54
169,6059.0,8723.0,2882.0,5.0,2.5,3946.7,395169.0,orange_county,1.0
170,6037.0,5123.0,1573.0,3.0,2.0,3843.2,286985.0,los_angeles_county,1.34
171,6037.0,8559.0,1223.0,3.0,2.0,2701.1,158313.0,los_angeles_county,1.71
172,6037.0,8190.0,1904.0,4.0,2.0,19849.65,1656855.0,los_angeles_county,1.2
173,6037.0,7061.0,1104.0,2.0,1.0,510.56,44435.0,los_angeles_county,1.15
174,6037.0,4642.0,2240.0,3.0,3.0,8868.14,670065.0,los_angeles_county,1.32
175,6037.0,3468.0,699.0,2.0,1.0,2533.45,176038.0,los_angeles_county,1.44
176,6059.0,8176.0,1698.0,4.0,2.0,3337.5,296484.0,orange_county,1.13
177,6111.0,8520.0,2170.0,3.0,2.0,2846.28,257517.0,ventura_county,1.11
178,6037.0,6124.0,490.0,1.0,1.0,1722.75,124890.0,los_angeles_county,1.38
179,6111.0,7352.0,2901.0,6.0,3.0,4842.42,425115.0,ventura_county,1.14
180,6037.0,5154.0,1008.0,2.0,1.0,5246.44,407000.0,los_angeles_county,1.29
181,6111.0,4655.0,2333.0,6.0,2.0,4185.86,350917.0,ventura_county,1.19
182,6059.0,5670.0,1120.0,3.0,2.0,5217.8,504579.0,orange_county,1.03
183,6037.0,5648.0,1914.0,4.0,3.0,2772.24,166190.0,los_angeles_county,1.67
184,6037.0,6688.0,1299.0,3.0,1.0,6679.8,543654.0,los_angeles_county,1.23
185,6059.0,3633.0,2758.0,4.0,3.0,8972.64,659912.0,orange_county,1.36
186,6059.0,2392.0,1972.0,4.0,3.0,7123.64,629875.0,orange_county,1.13
187,6059.0,7158.0,1112.0,3.0,2.0,877.82,55304.0,orange_county,1.59
188,6059.0,5950.0,1704.0,4.0,2.5,3172.52,280520.0,orange_county,1.13
189,6037.0,11102.0,1680.0,2.0,1.0,10119.9,856000.0,los_angeles_county,1.18
190,6111.0,51400.0,2151.0,4.0,2.0,13636.8,1234000.0,ventura_county,1.11
191,6037.0,2499.0,1686.0,2.0,2.0,16760.44,1395968.0,los_angeles_county,1.2
192,6037.0,5400.0,1180.0,3.0,1.0,6211.15,508000.0,los_angeles_county,1.22
193,6037.0,43617.0,7003.0,5.0,6.0,47861.25,4370651.0,los_angeles_county,1.1
194,6111.0,10888.0,1800.0,3.0,2.0,7398.92,707681.0,ventura_county,1.05
195,6059.0,16468.0,2897.0,5.0,3.0,2735.12,234513.0,orange_county,1.17
196,6037.0,10038.0,1898.0,4.0,2.0,5874.19,501583.0,los_angeles_county,1.17
197,6037.0,14281.0,883.0,3.0,1.0,1871.05,116280.0,los_angeles_county,1.61
198,6037.0,8302.0,1200.0,2.0,1.0,1283.89,85317.0,los_angeles_county,1.5
199,6059.0,7020.0,1201.0,3.0,1.0,853.6,56144.0,orange_county,1.52
200,6037.0,4751.0,800.0,2.0,1.0,5836.52,480000.0,los_angeles_county,1.22
201,6037.0,2907.0,990.0,2.0,1.0,1706.86,132080.0,los_angeles_county,1.29
202,6037.0,6637.0,913.0,2.0,1.0,878.45,30223.0,los_angeles_county,2.91
203,6037.0,7199.0,1229.0,3.0,2.0,4801.85,390912.0,los_angeles_county,1.23
204,6059.0,4400.0,2461.0,3.0,2.5,7367.22,753315.0,orange_county,0.98
205,6037.0,108555.0,3413.0,4.0,4.0,4871.99,390000.0,los_angeles_county,1.25
206,6111.0,14405.0,2568.0,3.0,2.5,7801.04,742000.0,ventura_county,1.05
207,6037.0,11000.0,1810.0,3.0,3.0,6759.28,550000.0,los_angeles_county,1.23
208,6059.0,7231.0,2020.0,4.0,2.0,3761.44,296740.0,orange_county,1.27
209,6059.0,5123.0,1303.0,2.0,1.0,5185.28,433607.0,orange_county,1.2
210,6037.0,7781.0,1386.0,2.0,2.0,1288.57,57936.0,los_angeles_county,2.22
211,6059.0,6535.0,3835.0,5.0,4.5,10720.04,723980.0,orange_county,1.48
212,6037.0,20489.0,1407.0,3.0,2.0,1240.09,51307.0,los_angeles_county,2.42
213,6037.0,5819.0,1817.0,3.0,3.0,6426.23,438372.0,los_angeles_county,1.47
214,6037.0,5833.0,1170.0,4.0,1.0,790.24,40423.0,los_angeles_county,1.95
215,6111.0,2625.0,999.0,3.0,1.0,9203.32,816420.0,ventura_county,1.13
216,6059.0,40000.0,4254.0,4.0,4.5,17882.32,1618814.0,orange_county,1.1
217,6037.0,8087.0,1511.0,3.0,2.0,5064.2,424568.0,los_angeles_county,1.19
218,6059.0,24613.0,5400.0,6.0,5.5,25593.0,2317561.0,orange_county,1.1
219,6059.0,11250.0,5019.0,3.0,3.5,13267.26,1245366.0,orange_county,1.07
220,6037.0,11254.0,3130.0,7.0,3.0,5021.35,326341.0,los_angeles_county,1.54
221,6111.0,10550.0,3735.0,3.0,4.0,10689.72,974032.0,ventura_county,1.1
222,6037.0,4990.0,1100.0,3.0,2.0,4000.43,255693.0,los_angeles_county,1.56
223,6037.0,17333.0,2590.0,5.0,4.0,5509.97,446951.0,los_angeles_county,1.23
224,6037.0,27443.0,1346.0,3.0,2.0,1253.91,97327.0,los_angeles_county,1.29
225,6037.0,15003.0,2274.0,4.0,3.0,3403.26,261538.0,los_angeles_county,1.3
226,6037.0,6954.0,1402.0,3.0,2.0,811.99,43233.0,los_angeles_county,1.88
227,6037.0,5741.0,1895.0,2.0,2.0,6534.81,542048.0,los_angeles_county,1.21
228,6037.0,7662.0,2468.0,4.0,3.0,8212.36,685323.0,los_angeles_county,1.2
229,6037.0,11028.0,2263.0,4.0,2.0,4220.2,294410.0,los_angeles_county,1.43
230,6059.0,7680.0,2149.0,3.0,2.0,716.7,74741.0,orange_county,0.96
231,6037.0,6752.0,1736.0,3.0,2.0,1135.51,88794.0,los_angeles_county,1.28
232,6037.0,5065.0,1744.0,4.0,2.0,3590.79,258581.0,los_angeles_county,1.39
233,6037.0,5199.0,1380.0,3.0,2.0,2360.45,194007.0,los_angeles_county,1.22
234,6037.0,8583.0,1613.0,3.0,2.0,8058.98,613000.0,los_angeles_county,1.31
235,6037.0,43768.0,2547.0,4.0,3.0,3942.91,239615.0,los_angeles_county,1.65
236,6059.0,5940.0,1353.0,3.0,2.0,9817.3,862962.0,orange_county,1.14
237,6059.0,28322.0,4561.0,4.0,4.0,18079.16,1752796.0,orange_county,1.03
238,6059.0,6000.0,1606.0,4.0,2.0,9582.38,848826.0,orange_county,1.13
239,6059.0,6000.0,1633.0,4.0,2.0,7128.16,565666.0,orange_county,1.26
240,6037.0,5002.0,1934.0,4.0,3.0,8338.72,737000.0,los_angeles_county,1.13
241,6059.0,2230.0,1940.0,4.0,2.5,5849.98,569544.0,orange_county,1.03
242,6037.0,5967.0,1994.0,4.0,2.0,6871.02,549236.0,los_angeles_county,1.25
243,6037.0,872158.0,1196.0,3.0,1.0,2404.92,198127.0,los_angeles_county,1.21
244,6059.0,4547.0,2737.0,4.0,3.5,11951.56,943202.0,orange_county,1.27
245,6059.0,3703.0,2059.0,3.0,2.5,7485.98,583935.0,orange_county,1.28
246,6037.0,8109.0,2626.0,5.0,3.0,1292.36,92317.0,los_angeles_county,1.4
247,6037.0,9398.0,1972.0,4.0,2.0,20585.62,1707368.0,los_angeles_county,1.21
248,6037.0,2770.0,913.0,2.0,2.0,1823.27,133025.0,los_angeles_county,1.37
249,6037.0,6750.0,1275.0,3.0,1.0,3992.8,219653.0,los_angeles_county,1.82
250,6037.0,6713.0,942.0,2.0,1.0,4022.66,326191.0,los_angeles_county,1.23
251,6037.0,2940.0,836.0,2.0,1.0,3645.14,295437.0,los_angeles_county,1.23
252,6037.0,10234.0,2047.0,3.0,3.0,22539.45,1863960.0,los_angeles_county,1.21
253,6059.0,7500.0,1680.0,3.0,2.0,5492.46,540921.0,orange_county,1.02
254,6037.0,5385.0,874.0,2.0,1.0,3723.41,281385.0,los_angeles_county,1.32
255,6037.0,6838.0,1359.0,3.0,2.0,2441.08,130843.0,los_angeles_county,1.87
256,6037.0,5058.0,1333.0,3.0,2.0,5001.41,387238.0,los_angeles_county,1.29
257,6037.0,9419.0,4135.0,6.0,6.0,51753.48,4318177.0,los_angeles_county,1.2
258,6111.0,6685.0,1240.0,3.0,2.0,4792.36,455000.0,ventura_county,1.05
259,6037.0,5256.0,1291.0,2.0,2.0,1437.55,71419.0,los_angeles_county,2.01
260,6037.0,9818.0,1533.0,4.0,2.0,7942.88,654836.0,los_angeles_county,1.21
261,6037.0,11132.0,2238.0,4.0,3.0,4095.32,325341.0,los_angeles_county,1.26
262,6037.0,6174.0,1100.0,4.0,2.0,4887.85,395000.0,los_angeles_county,1.24
263,6037.0,7231.0,2225.0,3.0,3.0,5015.6,242000.0,los_angeles_county,2.07
264,6037.0,8714.0,1567.0,4.0,2.0,6200.92,515000.0,los_angeles_county,1.2
265,6037.0,5083.0,1687.0,3.0,2.0,5694.22,468104.0,los_angeles_county,1.22
266,6059.0,15000.0,1861.0,4.0,2.0,8124.14,725000.0,orange_county,1.12
267,6111.0,6156.0,3337.0,3.0,4.0,14394.62,796324.0,ventura_county,1.81
268,6037.0,6647.0,1081.0,2.0,1.0,2425.65,193998.0,los_angeles_county,1.25
269,6059.0,6732.0,1918.0,4.0,2.0,1126.72,79646.0,orange_county,1.41
270,6059.0,11000.0,1480.0,4.0,3.0,6739.28,354585.0,orange_county,1.9
271,6037.0,8768.0,3201.0,4.0,5.0,20688.55,1708630.0,los_angeles_county,1.21
272,6059.0,11050.0,3249.0,4.0,3.0,4969.64,483407.0,orange_county,1.03
273,6059.0,5700.0,1488.0,3.0,2.5,5991.9,579707.0,orange_county,1.03
274,6037.0,5673.0,1456.0,3.0,2.0,1982.84,150348.0,los_angeles_county,1.32
275,6037.0,5830.0,1122.0,3.0,1.0,4809.79,395132.0,los_angeles_county,1.22
276,6059.0,5000.0,1627.0,4.0,2.0,2915.58,226874.0,orange_county,1.29
277,6037.0,5630.0,700.0,2.0,1.0,1743.23,106916.0,los_angeles_county,1.63
278,6037.0,5100.0,1066.0,3.0,1.0,6077.74,490000.0,los_angeles_county,1.24
279,6037.0,7865.0,1395.0,3.0,2.0,4550.17,363459.0,los_angeles_county,1.25
280,6037.0,6023.0,1568.0,3.0,2.0,1338.87,107020.0,los_angeles_county,1.25
281,6037.0,7508.0,1440.0,3.0,2.0,5486.27,451786.0,los_angeles_county,1.21
282,6037.0,22781.0,5218.0,5.0,5.0,13336.29,1168139.0,los_angeles_county,1.14
283,6037.0,15909.0,2348.0,4.0,3.0,2553.06,201593.0,los_angeles_county,1.27
284,6111.0,6000.0,1310.0,3.0,2.0,3944.38,336927.0,ventura_county,1.17
285,6037.0,15240.0,3064.0,5.0,4.0,11206.16,945376.0,los_angeles_county,1.19
286,6059.0,1850.0,1426.0,3.0,1.5,2595.1,211762.0,orange_county,1.23
287,6037.0,12033.0,1802.0,3.0,3.0,1801.68,122768.0,los_angeles_county,1.47
288,6059.0,8450.0,2239.0,4.0,2.0,1707.7,126166.0,orange_county,1.35
289,6111.0,20042.0,1465.0,3.0,2.0,7356.2,650143.0,ventura_county,1.13
290,6111.0,5229.0,1950.0,4.0,2.0,1203.52,105131.0,ventura_county,1.14
291,6037.0,7222.0,1624.0,4.0,2.0,3713.98,267574.0,los_angeles_county,1.39
292,6059.0,4531.0,1489.0,3.0,2.5,7730.2,652227.0,orange_county,1.19
293,6037.0,9449.0,2419.0,2.0,3.0,59223.38,5177672.0,los_angeles_county,1.14
294,6037.0,7624.0,1218.0,3.0,2.0,2644.92,141611.0,los_angeles_county,1.87
295,6059.0,1161.0,1327.0,4.0,2.5,2839.48,221072.0,orange_county,1.28
296,6037.0,11812.0,2791.0,4.0,4.0,20966.1,1732657.0,los_angeles_county,1.21
297,6059.0,1818.0,1748.0,4.0,2.5,5528.32,462904.0,orange_county,1.19
298,6037.0,6759.0,3743.0,4.0,5.0,25241.34,2278000.0,los_angeles_county,1.11
299,6059.0,5500.0,1480.0,3.0,2.0,3170.22,297965.0,orange_county,1.06
300,6037.0,4200.0,676.0,3.0,1.0,914.46,34328.0,los_angeles_county,2.66
301,6059.0,4118.0,973.0,3.0,1.0,4473.68,354283.0,orange_county,1.26
